uniprot_id,entry_name,protein,gene_name,organism,length,gene_names_(ordered_locus),gene_name_short,pathway,gene_ontology_ids,subcellular_location_[cc],interacts_with,locus
P55038,GLTS_SYNY3,Ferredoxin-dependent glutamate synthase 2 (EC 1.4.7.1) (FD-GOGAT),gltS sll1499,Synechocystis sp. (strain PCC 6803 / Kazusa),1556,sll1499,gltS,PATHWAY: Amino-acid biosynthesis; L-glutamate biosynthesis via GLT pathway; L-glutamate from 2-oxoglutarate and L-glutamine (ferredoxin route): step 1/1.; PATHWAY: Energy metabolism; nitrogen metabolism.,GO:0006541; GO:0016041; GO:0046872; GO:0051538; GO:0097054,NA,NA,sll1499
P72585,P72585_SYNY3,"GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)",fcl sll1213,Synechocystis sp. (strain PCC 6803 / Kazusa),312,sll1213,fcl,PATHWAY: Nucleotide-sugar biosynthesis; GDP-L-fucose biosynthesis via de novo pathway; GDP-L-fucose from GDP-alpha-D-mannose: step 2/2. {ECO:0000256|HAMAP-Rule:MF_00956}.,GO:0016853; GO:0042351; GO:0050577; GO:0070401,NA,NA,sll1213
P72587,SPEA2_SYNY3,Biosynthetic arginine decarboxylase 2 (ADC 2) (EC 4.1.1.19),speA2 speA slr1312,Synechocystis sp. (strain PCC 6803 / Kazusa),659,slr1312,speA2,NA,GO:0006527; GO:0008295; GO:0008792; GO:0033388; GO:0046872,NA,NA,slr1312
P72588,DNLJ_SYNY3,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),ligA lig sll1209,Synechocystis sp. (strain PCC 6803 / Kazusa),669,sll1209,ligA,NA,GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006288; GO:0046872,NA,NA,sll1209
P72640,LEP4_SYNY3,Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)],hofD slr1120,Synechocystis sp. (strain PCC 6803 / Kazusa),269,slr1120,hofD,NA,GO:0004190; GO:0005886; GO:0006465; GO:0008168; GO:0016021; GO:0032259; GO:0046872,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P22610}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P22610}.,NA,slr1120
P72641,KAD2_SYNY3,Adenylate kinase 2 (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase 2) (Adenylate monophosphate kinase 2),adk2 sll1059,Synechocystis sp. (strain PCC 6803 / Kazusa),181,sll1059,adk2,PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from ADP: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00235}.,GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0009123; GO:0009132; GO:0016310; GO:0044209,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00235}.,NA,sll1059
P72642,DAPB_SYNY3,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB sll1058,Synechocystis sp. (strain PCC 6803 / Kazusa),275,sll1058,dapB,PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 4/4. {ECO:0000255|HAMAP-Rule:MF_00102}.,GO:0005829; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00102}.,NA,sll1058
P72644,PURL_SYNY3,Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II),purL sll1056,Synechocystis sp. (strain PCC 6803 / Kazusa),768,sll1056,purL,PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole from N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00420}.,GO:0000287; GO:0004642; GO:0005524; GO:0005737; GO:0006189,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00420}.,NA,sll1056
P72657,RNH2_SYNY3,Ribonuclease HII (RNase HII) (EC 3.1.26.4),rnhB slr1130,Synechocystis sp. (strain PCC 6803 / Kazusa),190,slr1130,rnhB,NA,GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NA,slr1130
P72663,ISPE_SYNY3,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),ispE sll0711,Synechocystis sp. (strain PCC 6803 / Kazusa),315,sll0711,ispE,PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 3/6. {ECO:0000255|HAMAP-Rule:MF_00061}.,GO:0005524; GO:0016114; GO:0016310; GO:0019288; GO:0050515,NA,NA,sll0711
P72666,RSMA_SYNY3,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA sll0708,Synechocystis sp. (strain PCC 6803 / Kazusa),284,sll0708,rsmA,NA,GO:0000179; GO:0003723; GO:0005829; GO:0031167; GO:0052908,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00607}.,NA,sll0708
P72701,PSBM_SYNY3,Photosystem II reaction center protein M (PSII-M),psbM sml0003,Synechocystis sp. (strain PCC 6803 / Kazusa),35,sml0003,psbM,NA,GO:0016021; GO:0019684; GO:0030096; GO:0031676,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_00438, ECO:0000269|PubMed:12069591}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00438}.",NA,sml0003
P72704,PPI1_SYNY3,Probable peptidyl-prolyl cis-trans isomerase sll0227 (PPIase sll0227) (EC 5.2.1.8) (Rotamase sll0227),sll0227,Synechocystis sp. (strain PCC 6803 / Kazusa),246,sll0227,NA,NA,GO:0000413; GO:0003755; GO:0006457; GO:0030288,NA,NA,sll0227
P72714,NU2C_SYNY3,"NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)",ndhB sll0223,Synechocystis sp. (strain PCC 6803 / Kazusa),521,sll0223,ndhB,NA,GO:0008137; GO:0016021; GO:0019684; GO:0031676; GO:0042773; GO:0048038,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_00445}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00445}.,NA,sll0223
P72720,GLMS_SYNY3,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),glmS sll0220,Synechocystis sp. (strain PCC 6803 / Kazusa),631,sll0220,glmS,NA,GO:0004360; GO:0005829; GO:0005975; GO:0006002; GO:0006047; GO:0006487; GO:0006541; GO:0097367,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00164}.,NA,sll0220
P72721,DFA4_SYNY3,Putative diflavin flavoprotein A 4 (EC 1.-.-.-),dfa4 sll0219,Synechocystis sp. (strain PCC 6803 / Kazusa),594,sll0219,dfa4,NA,GO:0009055; GO:0010181; GO:0016646,NA,NA,sll0219
P72723,DFA2_SYNY3,Putative diflavin flavoprotein A 2 (EC 1.-.-.-),dfa2 sll0217,Synechocystis sp. (strain PCC 6803 / Kazusa),578,sll0217,dfa2,NA,GO:0010181; GO:0016646; GO:0046872,NA,NA,sll0217
P72736,HPPK_SYNY3,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)",folK slr1093,Synechocystis sp. (strain PCC 6803 / Kazusa),195,slr1093,folK,"PATHWAY: Cofactor biosynthesis; tetrahydrofolate biosynthesis; 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate from 7,8-dihydroneopterin triphosphate: step 4/4. {ECO:0000250|UniProtKB:P26281}.",GO:0003848; GO:0005524; GO:0016301; GO:0016310; GO:0046654; GO:0046656,NA,NA,slr1093
P72749,BIPA_SYNY3,50S ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA),bipA slr1105,Synechocystis sp. (strain PCC 6803 / Kazusa),597,slr1105,bipA,NA,GO:0000027; GO:0000049; GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0043022; GO:1990904,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00849}. Note=Binds to ribosomes. {ECO:0000255|HAMAP-Rule:MF_00849}.,NA,slr1105
P72753,UPP_SYNY3,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase),upp sll1035,Synechocystis sp. (strain PCC 6803 / Kazusa),216,sll1035,upp,PATHWAY: Pyrimidine metabolism; UMP biosynthesis via salvage pathway; UMP from uracil: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01218}.,GO:0000287; GO:0004845; GO:0005525; GO:0005737; GO:0005829; GO:0006223; GO:0044206,NA,NA,sll1035
P72757,CCMN_SYNY3,Carboxysome assembly protein CcmN (Carbon dioxide concentrating mechanism protein CcmN),ccmN sll1032,Synechocystis sp. (strain PCC 6803 / Kazusa),241,sll1032,ccmN,NA,GO:0015977; GO:0015979; GO:0031470; GO:0043886,SUBCELLULAR LOCATION: Carboxysome {ECO:0000305|PubMed:17993516}. Note=This cyanobacterium makes beta-type carboxysomes. {ECO:0000305|PubMed:17993516}.,P72758,sll1032
P72759,CCML_SYNY3,Carboxysome shell vertex protein CcmL (Carbon dioxide concentrating mechanism protein CcmL),ccmL sll1030,Synechocystis sp. (strain PCC 6803 / Kazusa),100,sll1030,ccmL,NA,GO:0015977; GO:0015979; GO:0031470; GO:0043886,"SUBCELLULAR LOCATION: Carboxysome {ECO:0000255|HAMAP-Rule:MF_00858, ECO:0000305|PubMed:18292340}. Note=This cyanobacterium makes beta-type carboxysomes (Probable). Probably forms vertices in the polyhedral carboxysome (Probable). {ECO:0000305|PubMed:17993516, ECO:0000305|PubMed:18292340}.",NA,sll1030
P72761,CCMK2_SYNY3,Carboxysome shell protein CcmK2 (Carbon dioxide-concentrating mechanism protein CcmK2),ccmK2 sll1028,Synechocystis sp. (strain PCC 6803 / Kazusa),103,sll1028,ccmK2,NA,GO:0015977; GO:0015979; GO:0031470; GO:0043886,"SUBCELLULAR LOCATION: Carboxysome {ECO:0000255|HAMAP-Rule:MF_00854, ECO:0000305|PubMed:16081736, ECO:0000305|PubMed:17993516, ECO:0000305|PubMed:19177356, ECO:0000305|PubMed:19844993}. Note=This cyanobacterium makes beta-type carboxysomes. {ECO:0000305|PubMed:17993516}.",NA,sll1028
P72772,CHLD_SYNY3,Magnesium-chelatase subunit ChlD (Mg-chelatase subunit D) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase),chlD slr1777,Synechocystis sp. (strain PCC 6803 / Kazusa),676,slr1777,chlD,PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis.,GO:0005524; GO:0015979; GO:0015995; GO:0016851,NA,NA,slr1777
P72776,PDXJ_SYNY3,Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2),pdxJ slr1779,Synechocystis sp. (strain PCC 6803 / Kazusa),242,slr1779,pdxJ,PATHWAY: Cofactor biosynthesis; pyridoxine 5'-phosphate biosynthesis; pyridoxine 5'-phosphate from D-erythrose 4-phosphate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_00279}.,GO:0005829; GO:0008615; GO:0033856,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00279}.,NA,slr1779
P72780,HHOA_SYNY3,Putative serine protease HhoA,hhoA sll1679,Synechocystis sp. (strain PCC 6803 / Kazusa),394,sll1679,hhoA,NA,GO:0004252; GO:0006508; GO:0030288; GO:0042802,SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.,P72780,sll1679
P72781,RRE1_SYNY3,Response regulator Rre1,rre1 ycf29 slr1783,Synechocystis sp. (strain PCC 6803 / Kazusa),231,slr1783,rre1,NA,GO:0000160; GO:0003677; GO:0006355,NA,NA,slr1783
P72787,P72787_SYNY3,Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16),thiL slr1787,Synechocystis sp. (strain PCC 6803 / Kazusa),364,slr1787,thiL,PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine diphosphate from thiamine phosphate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_02128}.,GO:0000287; GO:0005524; GO:0009030; GO:0009228; GO:0009229; GO:0016310,NA,NA,slr1787
P72794,CYSH_SYNY3,"Phosphoadenosine 5'-phosphosulfate reductase (PAPS reductase) (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)",cysH slr1791,Synechocystis sp. (strain PCC 6803 / Kazusa),249,slr1791,cysH,PATHWAY: Sulfur metabolism; hydrogen sulfide biosynthesis; sulfite from sulfate: step 3/3. {ECO:0000255|HAMAP-Rule:MF_00063}.,GO:0004604; GO:0005737; GO:0019379; GO:0070814,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00063}.,NA,slr1791
P72796,AROK_SYNY3,Shikimate kinase (SK) (EC 2.7.1.71),aroK sll1669,Synechocystis sp. (strain PCC 6803 / Kazusa),189,sll1669,aroK,PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 5/7. {ECO:0000255|HAMAP-Rule:MF_00109}.,GO:0000287; GO:0004765; GO:0005524; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0016310,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00109}.,NA,sll1669
P72797,TAL_SYNY3,Transaldolase (EC 2.2.1.2),tal talB slr1793,Synechocystis sp. (strain PCC 6803 / Kazusa),391,slr1793,tal,PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-glyceraldehyde 3-phosphate and beta-D-fructose 6-phosphate from D-ribose 5-phosphate and D-xylulose 5-phosphate (non-oxidative stage): step 2/3. {ECO:0000255|HAMAP-Rule:MF_00492}.,GO:0004801; GO:0005509; GO:0005737; GO:0005975; GO:0006098,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00492}.,NA,slr1793
P72811,COFH_SYNY3,5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase (EC 2.5.1.147) (FO synthase subunit 2),cofH sll1659,Synechocystis sp. (strain PCC 6803 / Kazusa),392,sll1659,cofH,PATHWAY: Cofactor biosynthesis; coenzyme F0 biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01612}.,GO:0005506; GO:0044689; GO:0051539,NA,NA,sll1659
P72823,NU4C2_SYNY3,"NAD(P)H-quinone oxidoreductase chain 4-2 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, subunit D-2) (NDH-1, chain 4-2)",ndhD2 slr1291,Synechocystis sp. (strain PCC 6803 / Kazusa),559,slr1291,ndhD2,NA,GO:0008137; GO:0009060; GO:0015990; GO:0031676; GO:0042773; GO:0045272; GO:0048039,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,NA,slr1291
P72828,TRMD_SYNY3,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),trmD sll1198,Synechocystis sp. (strain PCC 6803 / Kazusa),231,sll1198,trmD,NA,GO:0002939; GO:0005829; GO:0052906,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NA,sll1198
P72849,HO1_SYNY3,Heme oxygenase 1 (EC 1.14.14.18),pbsA1 sll1184,Synechocystis sp. (strain PCC 6803 / Kazusa),240,sll1184,pbsA1,NA,GO:0004392; GO:0006788; GO:0006979; GO:0015979; GO:0020037; GO:0042167; GO:0046872; GO:0055072,NA,NA,sll1184
P72854,SIR_SYNY3,Sulfite reductase [ferredoxin] (EC 1.8.7.1),sir slr0963,Synechocystis sp. (strain PCC 6803 / Kazusa),635,slr0963,sir,NA,GO:0000103; GO:0009337; GO:0016002; GO:0020037; GO:0046872; GO:0050311; GO:0051539,NA,P52231,slr0963
P72870,APCD_SYNY3,Allophycocyanin subunit alpha-B,apcD sll0928,Synechocystis sp. (strain PCC 6803 / Kazusa),161,sll0928,apcD,NA,GO:0015979; GO:0030089; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane; Peripheral membrane protein; Cytoplasmic side. Note=Forms the core of the phycobilisome. {ECO:0000250}.,NA,sll0928
P72871,METK_SYNY3,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase),metK sll0927,Synechocystis sp. (strain PCC 6803 / Kazusa),426,sll0927,metK,PATHWAY: Amino-acid biosynthesis; S-adenosyl-L-methionine biosynthesis; S-adenosyl-L-methionine from L-methionine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00086}.,GO:0000287; GO:0004478; GO:0005524; GO:0005829; GO:0006556; GO:0006730,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00086}.,NA,sll0927
P72872,DUSAL_SYNY3,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (DusA-like U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase 2),dus2 sll0926,Synechocystis sp. (strain PCC 6803 / Kazusa),334,sll0926,dus2,NA,GO:0000049; GO:0010181; GO:0050660; GO:0102264,NA,NA,sll0926
P72931,OBG_SYNY3,GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg),obg slr1090,Synechocystis sp. (strain PCC 6803 / Kazusa),368,slr1090,obg,NA,GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01454}.,NA,slr1090
P72933,GLO2_SYNY3,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),gloB sll1019,Synechocystis sp. (strain PCC 6803 / Kazusa),257,sll1019,gloB,PATHWAY: Secondary metabolite metabolism; methylglyoxal degradation; (R)-lactate from methylglyoxal: step 2/2. {ECO:0000255|HAMAP-Rule:MF_01374}.,GO:0004416; GO:0019243; GO:0046872,NA,NA,sll1019
P72940,CYSC_SYNY3,Probable adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase),cysC slr0676,Synechocystis sp. (strain PCC 6803 / Kazusa),177,slr0676,cysC,PATHWAY: Sulfur metabolism; hydrogen sulfide biosynthesis; sulfite from sulfate: step 2/3.,GO:0004020; GO:0004781; GO:0005524; GO:0010134; GO:0016310; GO:0019379; GO:0070814,NA,NA,slr0676
P72943,RSMB_SYNY3,Probable ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB),rsmB sun slr0679,Synechocystis sp. (strain PCC 6803 / Kazusa),446,slr0679,rsmB,NA,GO:0001510; GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P36929}.,NA,slr0679
P72965,THIE_SYNY3,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),thiE sll0635,Synechocystis sp. (strain PCC 6803 / Kazusa),343,sll0635,thiE,PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01327}.,GO:0000287; GO:0004789; GO:0005737; GO:0009228; GO:0009229,NA,NA,sll0635
P72978,CCSA_SYNY3,Cytochrome c biogenesis protein CcsA,ccsA sll1513,Synechocystis sp. (strain PCC 6803 / Kazusa),334,sll1513,ccsA,NA,GO:0016021; GO:0017004; GO:0020037; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01391}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01391}.,NA,sll1513
P72980,LIPA1_SYNY3,Lipoyl synthase 1 (EC 2.8.1.8) (Lip-syn 1) (LS 1) (Lipoate synthase 1) (Lipoic acid synthase 1) (Sulfur insertion protein LipA 1),lipA1 slr1598,Synechocystis sp. (strain PCC 6803 / Kazusa),289,slr1598,lipA1,PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00206}.,GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00206}.,NA,slr1598
P72988,LPXC_SYNY3,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC sll1508,Synechocystis sp. (strain PCC 6803 / Kazusa),276,sll1508,lpxC,PATHWAY: Glycolipid biosynthesis; lipid IV(A) biosynthesis; lipid IV(A) from (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] and UDP-N-acetyl-alpha-D-glucosamine: step 2/6. {ECO:0000255|HAMAP-Rule:MF_00388}.,GO:0008759; GO:0009245; GO:0046872; GO:0103117,NA,NA,sll1508
P73002,CBIA_SYNY3,"Cobyrinate a,c-diamide synthase (EC 6.3.5.11) (Cobyrinic acid a,c-diamide synthetase)",cbiA sll1501,Synechocystis sp. (strain PCC 6803 / Kazusa),482,sll1501,cbiA,"PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis; cob(II)yrinate a,c-diamide from sirohydrochlorin (anaerobic route): step 10/10. {ECO:0000255|HAMAP-Rule:MF_00027}.",GO:0005524; GO:0006541; GO:0009236; GO:0042242,NA,NA,sll1501
P73016,FABI_SYNY3,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase),fabI envM slr1051,Synechocystis sp. (strain PCC 6803 / Kazusa),258,slr1051,fabI,PATHWAY: Lipid metabolism; fatty acid biosynthesis.,GO:0004318; GO:0016631; GO:0030497; GO:0042802,NA,NA,slr1051
P73033,GPDA_SYNY3,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),gpsA slr1755,Synechocystis sp. (strain PCC 6803 / Kazusa),317,slr1755,gpsA,PATHWAY: Membrane lipid metabolism; glycerophospholipid metabolism. {ECO:0000255|HAMAP-Rule:MF_00394}.,GO:0004367; GO:0005829; GO:0005975; GO:0006072; GO:0006650; GO:0008654; GO:0009331; GO:0046167; GO:0046168; GO:0047952; GO:0051287,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00394}.,NA,slr1755
P73053,THYX_SYNY3,Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase),thyX sll1635,Synechocystis sp. (strain PCC 6803 / Kazusa),215,sll1635,thyX,PATHWAY: Pyrimidine metabolism; dTTP biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01408}.,GO:0004799; GO:0006231; GO:0006235; GO:0032259; GO:0050660; GO:0050797; GO:0070402,NA,NA,sll1635
P73058,HISX_SYNY3,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),hisD slr1848,Synechocystis sp. (strain PCC 6803 / Kazusa),434,slr1848,hisD,PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 9/9.,GO:0000105; GO:0004399; GO:0005737; GO:0005829; GO:0046872; GO:0051287,NA,NA,slr1848
P73061,URE1_SYNY3,Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),ureC sll1750,Synechocystis sp. (strain PCC 6803 / Kazusa),569,sll1750,ureC,PATHWAY: Nitrogen metabolism; urea degradation; CO(2) and NH(3) from urea (urease route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01953}.,GO:0005737; GO:0009039; GO:0016151; GO:0043419,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01953}.,NA,sll1750
P73067,DXS_SYNY3,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs sll1945,Synechocystis sp. (strain PCC 6803 / Kazusa),640,sll1945,dxs,PATHWAY: Metabolic intermediate biosynthesis; 1-deoxy-D-xylulose 5-phosphate biosynthesis; 1-deoxy-D-xylulose 5-phosphate from D-glyceraldehyde 3-phosphate and pyruvate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00315}.,GO:0000287; GO:0005829; GO:0008661; GO:0009228; GO:0016114; GO:0016744; GO:0019288; GO:0030976; GO:0052865,NA,NA,sll1945
P73071,PROB_SYNY3,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK),proB slr2035,Synechocystis sp. (strain PCC 6803 / Kazusa),375,slr2035,proB,PATHWAY: Amino-acid biosynthesis; L-proline biosynthesis; L-glutamate 5-semialdehyde from L-glutamate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00456}.,GO:0003723; GO:0004349; GO:0005524; GO:0005829; GO:0006561; GO:0016310; GO:0055129,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00456}.,NA,slr2035
P73077,PARC_SYNY3,DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A),parC sll1941,Synechocystis sp. (strain PCC 6803 / Kazusa),920,sll1941,parC,NA,GO:0003677; GO:0003918; GO:0005524; GO:0005737; GO:0005886; GO:0006265; GO:0009330,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.,NA,sll1941
