GeneID,psortB_localization,psortB_score,Process,Pathway,Protein,Entry,Entry.name,Status,Protein.names,Gene.names,EC.number,Catalytic.activity,Cofactor,Function..CC.,Gene.ontology..GO.,Gene.ontology..biological.process.,Gene.ontology..molecular.function.,Gene.ontology..cellular.component.,Gene.ontology.IDs,GRAVY,Length,ExposedAA,First60AA,Helices,Topology,MolWeight,Process.abbr,Pathway.abbr,location,start_bp,end_bp
sll0640,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,probable sodium/sulfate symporter,P72958,Y640_SYNY3,reviewed,Uncharacterized transporter sll0640,sll0640,NA,NA,NA,NA,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; transporter activity [GO:0005215]; anion transmembrane transport [GO:0098656]; potassium ion transport [GO:0006813],anion transmembrane transport [GO:0098656]; potassium ion transport [GO:0006813],cation transmembrane transporter activity [GO:0008324]; transporter activity [GO:0005215],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],GO:0098656; GO:0008324; GO:0016021; GO:0005886; GO:0006813; GO:0005215,0.62598039215686,612,246.39,43.59,12,i7-29o39-61i66-88o103-125i146-168o183-205i422-444o459-481i488-510o515-537i544-566o586-608i,66.71,Transport,Transport and bind,Chr,434320,436158
sll0641,CytoplasmicMembrane,10,Unknown,Unknown,unknown protein,P72957,P72957_SYNY3,unreviewed,Sll0641 protein,sll0641,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.38094302554028,509,189.79,20.51,9,i16-38o84-106i127-149o169-188i200-222o270-287i294-316o320-337i358-380o,58.52,Unknown,Unknown,Chr,432779,434308
sll0643,Cytoplasmic,9.97,Central intermediary metabolism,Other,urease accessory protein G,P72955,UREG_SYNY3,reviewed,Urease accessory protein UreG,ureG sll0643,NA,NA,NA,"FUNCTION: Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG. {ECO:0000255|HAMAP-Rule:MF_01389}.",cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nickel cation binding [GO:0016151]; nitrogen compound metabolic process [GO:0006807],nitrogen compound metabolic process [GO:0006807],GTPase activity [GO:0003924]; GTP binding [GO:0005525]; nickel cation binding [GO:0016151],cytoplasm [GO:0005737],GO:0005525; GO:0003924; GO:0005737; GO:0016151; GO:0006807,0.16407766990291,206,0.14,0.02,0,o,22.02,CentralMet,Other,Chr,430424,431044
sll0644,Cytoplasmic,9.26,Other categories,Other,probable esterase,P72953,P72953_SYNY3,unreviewed,Esterase,sll0644,NA,NA,NA,NA,hydrolase activity [GO:0016787],NA,hydrolase activity [GO:0016787],NA,GO:0016787,-0.0416918429003,331,0.74,0,0,o,36.42,Other,Other,Chr,428619,429614
sll0645,Unknown,2,Unknown,Unknown,unknown protein,P72952,P72952_SYNY3,unreviewed,Sll0645 protein,sll0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12862745098039,255,15.94,15.94,0,o,27.1,Unknown,Unknown,Chr,427777,428544
sll0646,CytoplasmicMembrane,10,Regulatory functions,Regulatory functions,guanylyl cyclase,NA,NA,NA,NA,sll0646,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04695767195767,756,81.12,19.92,4,i13-35o326-343i356-378o382-404i,82.33,Regul,Regulatory functio,Chr,425468,427738
sll0647,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,P72950,P72950_SYNY3,unreviewed,Sll0647 protein,sll0647,NA,NA,NA,NA,"3'-tRNA processing endoribonuclease activity [GO:0042781]; tRNA 3'-trailer cleavage, endonucleolytic [GO:0034414]","tRNA 3'-trailer cleavage, endonucleolytic [GO:0034414]",3'-tRNA processing endoribonuclease activity [GO:0042781],NA,GO:0042781; GO:0034414,-0.08671875,256,1.53,0.07,0,o,28.73,Unknown,Unknown,Chr,424694,425464
sll0648,CytoplasmicMembrane,10,Other categories,Drug and analog sensitivity,probable glycosyltransferase,NA,NA,NA,NA,sll0648,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92849162011173,358,222.89,33.17,10,i7-29o49-71i84-101o136-158i171-190o195-212i224-246o256-278i299-321o326-348i,38.53,Other,Drug and analog se,Chr,423490,424566
sll0649,Cytoplasmic,9.97,Regulatory functions,Regulatory functions,two-component response regulator OmpR subfamily,P72948,P72948_SYNY3,unreviewed,OmpR subfamily,sll0649,NA,NA,NA,NA,"intracellular [GO:0005622]; DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",DNA binding [GO:0003677],intracellular [GO:0005622],GO:0003677; GO:0005622; GO:0000160; GO:0006355; GO:0006351,-0.44122448979592,245,0,0,0,o,28.43,Regul,Regulatory functio,Chr,422772,423509
sll0650,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100j: 421739 - 422684],P72947,P72947_SYNY3,unreviewed,Transposase,sll0650,NA,NA,NA,NA,DNA binding [GO:0003677],NA,DNA binding [GO:0003677],NA,GO:0003677,-0.73949579831933,119,0,0,0,o,13.99,Other,Transposon-related,Chr,422253,422612
sll0651,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY100j: 421739 - 422684],NA,NA,NA,NA,sll0651,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19939024390244,164,0.05,0.01,0,o,18.49,Other,Transposon-related,Chr,421765,422259
sll0654,Unknown,5.77,Other categories,Other,alkaline phosphatase,P72939,P72939_SYNY3,unreviewed,Alkaline phosphatase,sll0654,NA,NA,NA,NA,hydrolase activity [GO:0016787]; nucleotide catabolic process [GO:0009166],nucleotide catabolic process [GO:0009166],hydrolase activity [GO:0016787],NA,GO:0016787; GO:0009166,-0.06600425833925,1409,0.05,0.04,0,o,149.41,Other,Other,Chr,410315,414544
sll0656,Unknown,4.69,Unknown,Unknown,unknown protein,NA,NA,NA,NA,sll0656,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04763171899947,1879,0.04,0.01,0,o,196.56,Unknown,Unknown,Chr,404545,410184
sll0657,CytoplasmicMembrane,10,Cell envelope,Murein sacculus and peptidoglycan,phospho-N-acetylmuramoyl-pentapeptide-transferase,Q55986,MRAY_SYNY3,reviewed,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),mraY sll0657,2.7.8.13,CATALYTIC ACTIVITY: UDP-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala) + undecaprenyl phosphate = UMP + Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol. {ECO:0000255|HAMAP-Rule:MF_00038}.,NA,FUNCTION: First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan. {ECO:0000255|HAMAP-Rule:MF_00038}.,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]",cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],"phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]",integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],GO:0051992; GO:0007049; GO:0051301; GO:0071555; GO:0016021; GO:0009252; GO:0008963; GO:0005886; GO:0008360,0.76876712328767,365,207.39,30.96,9,o20-38i50-72o92-114i119-136o156-173i186-203o218-235i240-259o279-301i,38.58,Envelope,Murein sacculus an,Chr,3121972,3123069
sll0658,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q55985,Q55985_SYNY3,unreviewed,Sll0658 protein,sll0658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41280487804878,164,13.63,1.73,0,o,18.07,Hypoth,Hypothetical,Chr,3121193,3121687
sll0659,Cytoplasmic,8.96,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,sqr sulfide:quinone oxidoreductase,Q55984,Q55984_SYNY3,unreviewed,Sll0659 protein,sqr sll0659,NA,NA,NA,NA,oxidoreductase activity [GO:0016491],NA,oxidoreductase activity [GO:0016491],NA,GO:0016491,-0.13793103448276,522,2.21,0.03,0,o,58.46,Cofactors,Carotenoid,Chr,3119608,3121176
sll0660,Cytoplasmic,9.26,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pyridoxine,pyridoxal phosphate biosynthetic protein PdxA,Q55982,PDXA_SYNY3,reviewed,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase),pdxA sll0660,1.1.1.262,CATALYTIC ACTIVITY: 4-phosphonooxy-L-threonine + NAD(+) = 3-amino-2-oxopropyl phosphate + CO(2) + NADH.,COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000255|HAMAP-Rule:MF_00536}; ;  Note=Binds 1 divalent metal cation per subunit. {ECO:0000255|HAMAP-Rule:MF_00536};,FUNCTION: Catalyzes the NAD(P)-dependent oxidation of 4-(phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4-(phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP). {ECO:0000255|HAMAP-Rule:MF_00536}.,cytoplasm [GO:0005737]; 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615],pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615],4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; metal ion binding [GO:0046872]; NAD binding [GO:0051287],cytoplasm [GO:0005737],GO:0050570; GO:0051287; GO:0005737; GO:0046872; GO:0042823; GO:0008615,0.1054441260745,349,0.01,0,0,o,37.23,Cofactors,Pyridoxine,Chr,3117042,3118091
sll0661,Unknown,2,Hypothetical,Hypothetical,hypothetical protein YCF35,NA,NA,NA,NA,sll0661,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.446875,128,0,0,0,o,14.45,Hypoth,Hypothetical,Chr,3115973,3116359
sll0662,Cytoplasmic,8.96,"Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","4Fe-4S type iron-sulfur protein, probable glutaredoxin",Q55980,Q55980_SYNY3,unreviewed,Ferredoxin (Bacterial type ferredoxin family),sll0662,NA,NA,NA,NA,electron carrier activity [GO:0009055]; iron ion binding [GO:0005506],NA,electron carrier activity [GO:0009055]; iron ion binding [GO:0005506],NA,GO:0009055; GO:0005506,-0.72255639097744,133,0,0,0,o,15.13,Cofactors,"Thioredoxin, gluta",Chr,3115572,3115973
sll0664,Cytoplasmic,8.96,Unknown,Unknown,unknown protein,Q55977,Q55977_SYNY3,unreviewed,Sll0664 protein,sll0664,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40653594771242,306,0.04,0.04,0,o,35.6,Unknown,Unknown,Chr,3110910,3111830
sll0665,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523r: 3109761 - 3110626],Q55976,Q55976_SYNY3,unreviewed,Transposase,sll0665,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68947368421053,114,0.67,0.67,0,o,13.55,Other,Transposon-related,Chr,3110216,3110560
sll0666,CytoplasmicMembrane,9.82,Other categories,Transposon-related functions,putative transposase [ISY523r: 3109761 - 3110626],Q55975,Q55975_SYNY3,unreviewed,Transposase,sll0666,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09280575539568,139,9.8,6.34,0,o,16.36,Other,Transposon-related,Chr,3109733,3110152
sll0667,Cytoplasmic,8.96,Other categories,Transposon-related functions,"putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]",Q55974,Q55974_SYNY3,unreviewed,Transposase,sll0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68858447488584,219,0.36,0.36,0,o,25.53,Other,Transposon-related,Chr,3109036,3109695
sll0668,Unknown,2,Other categories,Transposon-related functions,"putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]",Q55973,Q55973_SYNY3,unreviewed,Transposase,sll0668,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13412698412698,126,7.97,0.12,0,o,15.09,Other,Transposon-related,Chr,3108643,3109023
sll0669,Unknown,2,Unknown,Unknown,unknown protein,Q55970,Q55970_SYNY3,unreviewed,Sll0669 protein,sll0669,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40283018867925,106,0.01,0.01,0,o,12.35,Unknown,Unknown,Chr,3103784,3104104
sll0670,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q55969,Q55969_SYNY3,unreviewed,Sll0670 protein,sll0670,NA,NA,NA,NA,integral component of membrane [GO:0016021]; transferase activity [GO:0016740],NA,transferase activity [GO:0016740],integral component of membrane [GO:0016021],GO:0016021; GO:0016740,-0.02603550295858,169,21.33,19.99,1,o13-35i,19.17,Hypoth,Hypothetical,Chr,3103070,3103579
sll0671,CytoplasmicMembrane,9.82,Transport and binding proteins,Transport and binding proteins,probable cation transporter,Q55968,Q55968_SYNY3,unreviewed,Magnesium transport protein CorA,corA sll0671,NA,NA,NA,FUNCTION: Mediates influx of magnesium ions. {ECO:0000256|RuleBase:RU362010}.,integral component of plasma membrane [GO:0005887]; cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion transmembrane transporter activity [GO:0046873]; cation transmembrane transport [GO:0098655]; magnesium ion transport [GO:0015693],cation transmembrane transport [GO:0098655]; magnesium ion transport [GO:0015693],cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion transmembrane transporter activity [GO:0046873],integral component of plasma membrane [GO:0005887],GO:0098655; GO:0015087; GO:0005887; GO:0015095; GO:0015693; GO:0046873,-0.17315789473684,380,45.22,0,2,i305-327o342-364i,44.19,Transport,Transport and bind,Chr,3101820,3102962
sll0672,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,cation-transporting p-type ATPase PacL,Q59999,Q59999_SYNY3,unreviewed,Cation-transporting ATPase E1-E2 ATPase,sll0672,NA,NA,NA,NA,integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; ATP binding [GO:0005524]; cation-transporting ATPase activity [GO:0019829]; metal ion binding [GO:0046872]; cation transmembrane transport [GO:0098655],cation transmembrane transport [GO:0098655],ATP binding [GO:0005524]; cation-transporting ATPase activity [GO:0019829]; metal ion binding [GO:0046872],integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231],GO:0005524; GO:0098655; GO:0019829; GO:0005887; GO:0043231; GO:0046872,0.23820105820106,945,204.09,0.02,10,i78-100o113-130i274-296o311-330i737-759o764-783i815-833o848-870i877-899o914-931i,102.5,Transport,Transport and bind,Chr,3098729,3101566
sll0676,Unknown,2,Hypothetical,Hypothetical,hypothetical protein,Q55966,Q55966_SYNY3,unreviewed,Sll0676 protein,sll0676,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02222222222222,180,0.02,0.01,0,o,20.75,Hypoth,Hypothetical,Chr,3095044,3095586
sll0677,Unknown,2,Other categories,Transposon-related functions,putative transposase [ISY523h: 3093889 - 3094759],NA,NA,NA,NA,sll0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42260536398467,261,1.92,0.75,0,o,30.54,Other,Transposon-related,Chr,3093908,3094693
sll0678,CytoplasmicMembrane,10,Hypothetical,Hypothetical,hypothetical protein,Q55965,Q55965_SYNY3,unreviewed,Sll0678 protein,sll0678,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,0.9151724137931,145,87.79,34.68,4,i7-29o49-71i78-100o104-126i,16.76,Hypoth,Hypothetical,Chr,3093408,3093845
sll0679,CytoplasmicMembrane,9.82,Transport and binding proteins,Transport and binding proteins,periplasmic phosphate-binding protein of ABC transporter,Q55200,SPHX_SYNY3,reviewed,Protein SphX,sphX sll0679,NA,NA,NA,FUNCTION: May be involved in the system for phosphate transport across the cytoplasmic membrane. {ECO:0000250}.,plasma membrane [GO:0005886]; phosphate ion binding [GO:0042301]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415]; cellular response to phosphate starvation [GO:0016036]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817],cellular response to phosphate starvation [GO:0016036]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817],phosphate ion binding [GO:0042301]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415],plasma membrane [GO:0005886],GO:0016036; GO:0042301; GO:0035435; GO:0015415; GO:0006817; GO:0005886,-0.17589285714286,336,0.86,0.85,0,o,36.78,Transport,Transport and bind,Chr,2642135,2643145
sll0680,Periplasmic,9.44,Transport and binding proteins,Transport and binding proteins,phosphate-binding periplasmic protein precursor (PBP),NA,NA,NA,NA,sll0680,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0579634464752,383,13.86,13.19,1,i13-35o,40.03,Transport,Transport and bind,Chr,2640662,2641813
sll0681,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,phosphate transport system permease protein PstC homolog,NA,NA,NA,NA,sll0681,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90504731861199,317,140.62,22.64,6,i28-50o79-101i122-144o169-191i221-243o288-310i,33.85,Transport,Transport and bind,Chr,2639627,2640580
sll0682,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,phosphate transport system permease protein PstA homolog,NA,NA,NA,NA,sll0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96236933797909,287,138.94,24.14,6,i23-45o65-99i112-134o139-161i189-211o259-281i,30.18,Transport,Transport and bind,Chr,2638578,2639441
sll0683,CytoplasmicMembrane,9.82,Transport and binding proteins,Transport and binding proteins,phosphate transport ATP-binding protein PstB homolog,Q55196,PSTB1_SYNY3,reviewed,Phosphate import ATP-binding protein PstB 1 (EC 3.6.3.27) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1),pstB1 sll0683,3.6.3.27,CATALYTIC ACTIVITY: ATP + H(2)O + phosphate(Out) = ADP + phosphate + phosphate(In). {ECO:0000255|HAMAP-Rule:MF_01702}.,NA,FUNCTION: Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system. {ECO:0000255|HAMAP-Rule:MF_01702}.,ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415],NA,ATP binding [GO:0005524]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415],ATP-binding cassette (ABC) transporter complex [GO:0043190],GO:0005524; GO:0043190; GO:0005315; GO:0015415,-0.35018587360595,269,0,0,0,o,30.22,Transport,Transport and bind,Chr,2637743,2638552
sll0684,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,phosphate transport ATP-binding protein PstB homolog,Q55195,PSTB2_SYNY3,reviewed,Phosphate import ATP-binding protein PstB 2 (EC 3.6.3.27) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2),pstB2 sll0684,3.6.3.27,CATALYTIC ACTIVITY: ATP + H(2)O + phosphate(Out) = ADP + phosphate + phosphate(In). {ECO:0000255|HAMAP-Rule:MF_01702}.,NA,FUNCTION: Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system. {ECO:0000255|HAMAP-Rule:MF_01702}.,ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415],NA,ATP binding [GO:0005524]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane-transporting ATPase activity [GO:0015415],ATP-binding cassette (ABC) transporter complex [GO:0043190],GO:0005524; GO:0043190; GO:0005315; GO:0015415,-0.09285714285714,266,0.01,0.01,0,o,29.25,Transport,Transport and bind,Chr,2636828,2637628
sll0685,Unknown,2.5,Translation,Protein modification and translation factors,protein disulfide oxidoreductase,Q55194,Q55194_SYNY3,unreviewed,Sll0685 protein,sll0685,NA,NA,NA,NA,"cytoplasm [GO:0005737]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]; oxidation-reduction process [GO:0055114]; protein folding [GO:0006457]; sulfate assimilation [GO:0000103]",cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]; oxidation-reduction process [GO:0055114]; protein folding [GO:0006457]; sulfate assimilation [GO:0000103],"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; protein disulfide oxidoreductase activity [GO:0015035]",cytoplasm [GO:0005737],GO:0045454; GO:0034599; GO:0005737; GO:0006662; GO:0055114; GO:0016671; GO:0015035; GO:0006457; GO:0000103,0.01172839506173,162,22.73,22.25,1,i7-29o,17.19,Translat,Protein modificati,Chr,2636236,2636724
