System,Process,Pathway,Protein,short_name,full_name,EC-class
Metabolism,Amino acid metabolism,Lysine degradation,H16_A3307,h16_A3307,putative enoyl-CoA hydratase,K01692 paaF; enoyl-CoA hydratase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1889,h16_A1889,Enoyl-CoA hydratase/carnithine racemase,K01692 paaF; enoyl-CoA hydratase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0659,h16_B0659,Enoyl-CoA hydratase/carnithine racemase,K01692 paaF; enoyl-CoA hydratase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1297,h16_A1297,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1438,phaA,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1445,bktB,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1528,h16_A1528,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A2148,h16_A2148,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1369,h16_B1369,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1887,h16_A1887,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A0867,h16_A0867,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A0868,h16_A0868,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A0872,h16_A0872,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1713,h16_A1713,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1720,h16_A1720,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A0170,h16_A0170,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0662,h16_B0662,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0668,h16_B0668,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0759,h16_B0759,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0406,h16_B0406,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0381,h16_B0381,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0380,h16_B0380,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1771,h16_B1771,Acetyl-CoA acetyltransferase,K00626 E2.3.1.9; acetyl-CoA C-acetyltransferase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1537,gabD3,Succinate-semialdehyde dehydrogenase (NADP+),K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0982,gabD1,Succinate-semialdehyde dehydrogenase (NADP+),K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1179,gabD2,Succinate-semialdehyde dehydrogenase (NADP+),K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase
Metabolism,Amino acid metabolism,Lysine degradation,H16_B2057,gabD4,Succinate-semialdehyde dehydrogenase (NADP+),K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A2521,dat,aminotransferase class IV (putative D-alanine transaminase),K00824 dat; D-alanine transaminase
Metabolism,Amino acid metabolism,Lysine degradation,H16_A1495,h16_A1495,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1534,h16_B1534,aldehyde dehydrogenase (NAD+),K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_A0745,h16_A0745,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0737,h16_B0737,"aldehyde dehydrogenase, NAD-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0833,h16_B0833,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B0421,h16_B0421,"aldehyde dehydrogenase, NAD(P)-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B2444,h16_B2444,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1735,h16_B1735,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1751,h16_B1751,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_B1835,h16_B1835,aldehyde dehydrogenase family protein,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Lysine degradation,H16_A3345,h16_A3345,aldehyde dehydrogenase family,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A3063,argF,ornithine carbamoyltransferase,K00611 OTC; ornithine carbamoyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B2531,argG,argininosuccinate synthase,K01940 argG; argininosuccinate synthase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A2925,argH,argininosuccinate lyase,K01755 argH; argininosuccinate lyase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1084,ureC,urea amidohydrolase (urease) alpha subunit,K01428 ureC; urease subunit alpha
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1083,ureB,urea amidohydrolase (urease) beta subunit,K01429 ureB; urease subunit beta
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1081,ureA,urea amidohydrolase (urease) gamma subunit,K01430 ureA; urease subunit gamma
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1910,ansA,Glutaminase-asparaginase (amidohydrolase),K05597 aspQ; glutamin-(asparagin-)ase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B0618,glnA2,glutamine synthetase,K01915 glnA; glutamine synthetase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B2191,glnA3,glutamine synthetase,K01915 glnA; glutamine synthetase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1356,gudB,NAD-specific glutamate dehydrogenase,K15371 GDH2; glutamate dehydrogenase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A0471,gdhA1,glutamate dehydrogenase,K00261 GLUD1_2; glutamate dehydrogenase (NAD(P)+)
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B1945,gdhA2,glutamate dehydrogenase,K00262 E1.4.1.4; glutamate dehydrogenase (NADP+)
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A2267,h16_A2267,Aspartate/tyrosine/aromatic aminotransferase,K14260 alaA; alanine-synthesizing transaminase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B1899,h16_B1899,predicted acetyltransferase,K00619 argA; amino-acid N-acetyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A0269,h16_A0269,N-Acetylglutamate synthase or related acetyltransferase,K00619 argA; amino-acid N-acetyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1683,h16_A1683,predicted acetyltransferase,K00619 argA; amino-acid N-acetyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A2343,argAB,acetylglutamate kinase and acetyltransferase,K14682 argAB; amino-acid N-acetyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A3263,argJ,N-Acetylglutamate synthase,K00620 argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A0208,argB,acetylglutamate kinase,K00930 argB; acetylglutamate kinase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A0220,argC1,N-Acetyl-gamma-glutamyl-phosphate reductase,K00145 argC; N-acetyl-gamma-glutamyl-phosphate reductase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B0337,argC2,N-Acetyl-gamma-glutamyl-phosphate reductase,K00145 argC; N-acetyl-gamma-glutamyl-phosphate reductase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A3025,argD,acetylornithine aminotransferase,K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_A1454,argE1,acetylornithine deacetylase,K01438 argE; acetylornithine deacetylase
Metabolism,Amino acid metabolism,Arginine biosynthesis,H16_B0459,argE2,acetylornithine deacetylase,K01438 argE; acetylornithine deacetylase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1736,h16_A1736,creatinine amidohydrolase,K01470 E3.5.2.10; creatinine amidohydrolase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1593,codA,cytosine deaminase,K01485 codA; cytosine/creatinine deaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A0782,ssnA,cytosine deaminase or related metal-dependent hydrolase,K01485 codA; cytosine/creatinine deaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A2930,ldcC,Arginine/lysine/ornithine decarboxylase,K01584 adiA; arginine decarboxylase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A2204,h16_A2204,spermidine synthase,K00797 speE; spermidine synthase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A2643,h16_A2643,spermidine synthase,K00797 speE; spermidine synthase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A2647,speE,spermidine synthase,K00797 speE; spermidine synthase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1603,h16_A1603,predicted spermidine synthase with an N-terminalmembrane domain,K00797 speE; spermidine synthase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1592,h16_A1592,hypothetical membrane spanning protein,K00316 spdH; spermidine dehydrogenase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1495,h16_A1495,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1534,h16_B1534,aldehyde dehydrogenase (NAD+),K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A0745,h16_A0745,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B0737,h16_B0737,"aldehyde dehydrogenase, NAD-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B0833,h16_B0833,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B0421,h16_B0421,"aldehyde dehydrogenase, NAD(P)-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B2444,h16_B2444,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1735,h16_B1735,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1751,h16_B1751,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1835,h16_B1835,aldehyde dehydrogenase family protein,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3345,h16_A3345,aldehyde dehydrogenase family,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A0831,maoB,monoamine oxidase (Flavin containing),K00274 MAO; monoamine oxidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A0845,lao1,L-Amino-acid oxidase,K00274 MAO; monoamine oxidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1874,h16_B1874,Amidase,K01426 E3.5.1.4; amidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1732,h16_A1732,Amidase,K01426 E3.5.1.4; amidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3386,h16_A3386,Amidase,K01426 E3.5.1.4; amidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1469,h16_A1469,Amidase,K01426 E3.5.1.4; amidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B2307,h16_B2307,tRNA amidotransferase subunit A or related amidase,K01426 E3.5.1.4; amidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3106,proC,Pyrroline-5-carboxylate reductase,K00286 proC; pyrroline-5-carboxylate reductase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3631,putA,bifunctional proline dehydrogenase and proline oxidase,"K13821 putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase"
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A0689,h16_A0689,predicted ornithine cyclodeaminase,K01750 E4.3.1.12; ornithine cyclodeaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A1394,arcB,ornithine cyclodeaminase,K01750 E4.3.1.12; ornithine cyclodeaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1881,h16_B1881,ornithine cyclodeaminase,K01750 E4.3.1.12; ornithine cyclodeaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3673,h16_A3673,ornithine cyclodeaminase,K01750 E4.3.1.12; ornithine cyclodeaminase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3249,proB,Glutamate 5-kinase,K00931 proB; glutamate 5-kinase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3136,proA,Glutamate-5-semialdehyde dehydrogenase,K00147 proA; glutamate-5-semialdehyde dehydrogenase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B1053,pap,prolyl aminopeptidase,K01259 pip; proline iminopeptidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_B2515,pip,prolyl aminopeptidase,K01259 pip; proline iminopeptidase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A3244,phy,Prolyl 4-hydroxylase alpha subunit,K00472 P4HA; prolyl 4-hydroxylase
Metabolism,Amino acid metabolism,Arginine and proline metabolism,H16_A2521,dat,aminotransferase class IV (putative D-alanine transaminase),K00824 dat; D-alanine transaminase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3417,hisG,ATP phosphoribosyltransferase,K00765 hisG; ATP phosphoribosyltransferase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A2355,hisZ,"ATP phosphoribosyltransferase, histidyl-tRNA synthetase",K02502 hisZ; ATP phosphoribosyltransferase regulatory subunit
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3408,hisE,Phosphoribosyl-ATP pyrophosphatase,K01523 hisE; phosphoribosyl-ATP pyrophosphohydrolase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3409,hisI,Phosphoribosyl-AMP cyclohydrolase,K01496 hisI; phosphoribosyl-AMP cyclohydrolase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3411,hisA,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,K01814 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3412,hisH,Glutamine Amidotransferase,K02501 hisH; glutamine amidotransferase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3410,hisF,Cyclase,K02500 hisF; cyclase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3414,hisB,Imidazoleglycerol-phosphate dehydratase,K01693 hisB; imidazoleglycerol-phosphate dehydratase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3415,hisC2,Histidinol-phosphate transaminase,K00817 hisC; histidinol-phosphate aminotransferase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A0793,hisC1,Histidinol-phosphate transaminase,K00817 hisC; histidinol-phosphate aminotransferase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3416,hisD,histidinol dehydrogenase,K00013 hisD; histidinol dehydrogenase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3018,hutH,histidine ammonia-lyase (HAL),K01745 hutH; histidine ammonia-lyase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3017,hutU1,urocanate hydratase,K01712 hutU; urocanate hydratase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A0695,hutU2,urocanate hydratase,K01712 hutU; urocanate hydratase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3015,hutI,Imidazolonepropionase,K01468 hutI; imidazolonepropionase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A0044,speB,Agmatinase,K01479 hutG; formiminoglutamase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3014,hutF,formiminoglutamate deiminase,K05603 hutF; formimidoylglutamate deiminase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3013,hutG1,N-Formylglutamate amidohydrolase,K01458 hutG; N-formylglutamate deformylase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A1306,hutG3,N-Formylglutamate amidohydrolase,K01458 hutG; N-formylglutamate deformylase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A1109,hutG2,N-Formylglutamate amidohydrolase,K01458 hutG; N-formylglutamate deformylase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A3649,hutG4,N-Formylglutamate amidohydrolase,K01458 hutG; N-formylglutamate deformylase
Metabolism,Amino acid metabolism,Histidine metabolism,H16_A1495,h16_A1495,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Amino acid metabolism,Histidine metabolism,H16_B1534,h16_B1534,aldehyde dehydrogenase (NAD+),K00128 ALDH; aldehyde dehydrogenase (NAD+)
